,Hospital Type,Hospital Ownership,Emergency Services,Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
2124,,,,240030,DOUGLAS COUNTY HOSPITAL,111 17TH AVENUE EAST,,,ALEXANDRIA,MN,56308.0,DOUGLAS,3207621511.0,Not Available,Number of Cases Too Small,Not Available,Not Available,24,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.9,No Different than U.S. National Rate,7.8,14.7,93,,12.6,No Different than U.S. National Rate,9.2,16.9,84,,Not Available,Number of Cases Too Small,Not Available,Not Available,14,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,22.0,No Different than U.S. National Rate,18.1,26.8,102,,18.8,No Different than U.S. National Rate,14.8,23.5,84,
2125,,,,240036,ST CLOUD HOSPITAL,1406 6TH AVE NORTH,,,SAINT CLOUD,MN,56303.0,STEARNS,3202512700.0,15.7,No Different than U.S. National Rate,13.2,18.9,459,,9.9,No Different than U.S. National Rate,8.1,11.9,682,,10.6,No Different than U.S. National Rate,8.6,13.1,489,,19.3,No Different than U.S. National Rate,16.5,22.6,511,,23.6,No Different than U.S. National Rate,21.1,26.2,883,,20.2,No Different than U.S. National Rate,17.3,23.1,521,
2126,,,,240038,UNITED HOSPITAL,333 NORTH SMITH AVENUE,,,SAINT PAUL,MN,55102.0,RAMSEY,6512418802.0,12.4,No Different than U.S. National Rate,9.9,15.6,287,,10.7,No Different than U.S. National Rate,8.7,13.4,413,,14.0,No Different than U.S. National Rate,10.9,17.7,241,,20.9,No Different than U.S. National Rate,17.3,24.9,306,,24.6,No Different than U.S. National Rate,21.4,28.0,494,,19.8,No Different than U.S. National Rate,16.4,23.6,259,
2127,,,,24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,,,MINNEAPOLIS                   ,MN,55417.0,HENNEPIN,6127252000.0,12.6,No Different than U.S. National Rate,9.7,16.1,197,,9.3,No Different than U.S. National Rate,7.2,11.9,405,,10.0,No Different than U.S. National Rate,7.8,12.7,287,,19.4,No Different than U.S. National Rate,16.1,23.5,245,,23.2,No Different than U.S. National Rate,20.4,26.3,500,,18.2,No Different than U.S. National Rate,15.3,21.5,325,
2128,,,,240040,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,750 EAST 34TH ST,,,HIBBING,MN,55746.0,SAINT LOUIS,2183626659.0,16.1,No Different than U.S. National Rate,12.2,20.6,54,,11.9,No Different than U.S. National Rate,8.6,15.9,107,,11.9,No Different than U.S. National Rate,9.1,15.6,169,,19.6,No Different than U.S. National Rate,15.1,24.3,34,,25.4,No Different than U.S. National Rate,21.0,30.5,130,,18.5,No Different than U.S. National Rate,14.9,22.5,173,
2129,,,,240043,MAYO CLINIC HEALTH SYSTEM - ALBERT LEA,404 WEST FOUNTAIN STREET,,,ALBERT LEA,MN,56007.0,FREEBORN,5073732384.0,14.8,No Different than U.S. National Rate,11.3,18.8,70,,12.8,No Different than U.S. National Rate,9.6,16.8,136,,12.0,No Different than U.S. National Rate,9.0,15.7,191,,18.1,No Different than U.S. National Rate,14.4,22.3,55,,23.4,No Different than U.S. National Rate,19.3,27.7,141,,16.0,No Different than U.S. National Rate,13.0,19.7,195,
2130,,,,240044,WINONA HEALTH SERVICES,855 MANKATO AVENUE,,,WINONA,MN,55987.0,WINONA,5074543650.0,15.7,No Different than U.S. National Rate,12.1,20.0,57,,11.8,No Different than U.S. National Rate,8.7,15.7,124,,9.6,No Different than U.S. National Rate,7.1,12.9,223,,19.1,No Different than U.S. National Rate,15.2,23.7,41,,22.4,No Different than U.S. National Rate,18.3,27.2,142,,18.2,No Different than U.S. National Rate,14.7,21.9,241,
2131,,,,240047,ST LUKES HOSPITAL,915 E 1ST ST,,,DULUTH,MN,55805.0,SAINT LOUIS,2182495555.0,16.6,No Different than U.S. National Rate,13.4,20.6,211,,10.5,No Different than U.S. National Rate,8.1,13.4,274,,12.1,No Different than U.S. National Rate,9.3,15.6,241,,21.0,No Different than U.S. National Rate,17.4,25.1,215,,23.4,No Different than U.S. National Rate,20.2,27.2,317,,18.2,No Different than U.S. National Rate,14.9,21.9,254,
2132,,,,240050,FAIRVIEW LAKES  HEALTH SERVICES,5200 FAIRVIEW BOULEVARD,,,WYOMING,MN,55092.0,CHISAGO,6519827000.0,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.4,No Different than U.S. National Rate,9.4,16.2,104,,11.9,No Different than U.S. National Rate,8.3,16.6,74,,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.5,No Different than U.S. National Rate,20.5,29.1,145,,19.3,No Different than U.S. National Rate,15.2,24.0,80,
2133,,,,240052,LAKE REGION HEALTHCARE CORPORATION,712 SOUTH CASCADE,,,FERGUS FALLS,MN,56537.0,OTTER TAIL,2187368000.0,15.2,No Different than U.S. National Rate,11.6,19.7,55,,9.2,No Different than U.S. National Rate,6.8,12.7,126,,11.2,No Different than U.S. National Rate,8.2,15.6,127,,18.8,No Different than U.S. National Rate,14.8,23.8,33,,24.9,No Different than U.S. National Rate,20.6,29.6,156,,18.3,No Different than U.S. National Rate,14.5,22.5,144,
2134,,,,240053,PARK NICOLLET METHODIST HOSPITAL,6500 EXCELSIOR BLVD,,,SAINT LOUIS PARK,MN,55426.0,HENNEPIN,9529935000.0,14.7,No Different than U.S. National Rate,11.8,17.9,250,,13.2,No Different than U.S. National Rate,11.1,15.8,456,,9.7,Better than U.S. National Rate,7.7,11.8,490,,19.2,No Different than U.S. National Rate,16.0,23.1,266,,22.8,No Different than U.S. National Rate,20.0,25.7,579,,18.7,No Different than U.S. National Rate,16.0,21.6,518,
2135,,,,240056,RIDGEVIEW MEDICAL CENTER,500 SOUTH MAPLE STREET,,,WACONIA,MN,55387.0,CARVER,9524422191.0,15.3,No Different than U.S. National Rate,11.6,19.6,46,,10.0,No Different than U.S. National Rate,7.2,13.6,105,,10.4,No Different than U.S. National Rate,7.7,14.1,149,,Not Available,Number of Cases Too Small,Not Available,Not Available,22,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.1,No Different than U.S. National Rate,20.0,28.8,123,,18.6,No Different than U.S. National Rate,15.1,22.8,154,
2136,,,,240057,ABBOTT NORTHWESTERN HOSPITAL,800 EAST 28TH STREET,,,MINNEAPOLIS,MN,55407.0,HENNEPIN,6128634000.0,12.3,Better than U.S. National Rate,10.1,14.8,521,,9.2,Better than U.S. National Rate,7.4,11.2,554,,9.2,Better than U.S. National Rate,7.0,11.8,303,,17.7,No Different than U.S. National Rate,15.3,20.4,682,,22.9,No Different than U.S. National Rate,20.2,25.7,740,,20.4,No Different than U.S. National Rate,17.2,24.0,338,
2137,,,,240059,REGINA MEDICAL CENTER,1175 NININGER ROAD,,,HASTINGS,MN,55033.0,DAKOTA,6514804100.0,17.4,No Different than U.S. National Rate,13.4,22.1,33,,11.5,No Different than U.S. National Rate,8.4,15.7,72,,12.0,No Different than U.S. National Rate,8.6,16.8,71,,19.0,No Different than U.S. National Rate,15.1,23.8,31,,25.9,No Different than U.S. National Rate,21.3,31.1,87,,18.1,No Different than U.S. National Rate,14.3,22.9,71,
2138,,,,240061,MAYO CLINIC METHODIST HOSPITAL,201 WEST CENTER STREET,,,ROCHESTER,MN,55902.0,OLMSTED,5072667890.0,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,5,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,13.9,No Different than U.S. National Rate,10.1,18.8,47,,Not Available,Number of Cases Too Small,Not Available,Not Available,2,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,Not Available,Number of Cases Too Small,Not Available,Not Available,10,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,18.6,No Different than U.S. National Rate,14.7,23.0,62,
2139,,,,240063,ST JOSEPH'S HOSPITAL,45 WEST 10TH STREET,,,SAINT PAUL,MN,55102.0,RAMSEY,6512323000.0,15.3,No Different than U.S. National Rate,12.3,19.0,232,,10.7,No Different than U.S. National Rate,8.4,13.7,272,,12.1,No Different than U.S. National Rate,9.2,15.6,192,,18.6,No Different than U.S. National Rate,15.4,21.9,286,,24.0,No Different than U.S. National Rate,20.5,27.7,313,,18.2,No Different than U.S. National Rate,15.0,22.2,200,
2140,,,,240064,GRAND ITASCA CLINIC AND HOSPITAL,1601 GOLF COURSE ROAD,,,GRAND RAPIDS,MN,55744.0,ITASCA,2183263401.0,16.3,No Different than U.S. National Rate,12.6,21.0,58,,14.0,No Different than U.S. National Rate,10.2,18.9,64,,14.0,No Different than U.S. National Rate,10.3,18.6,133,,19.0,No Different than U.S. National Rate,15.0,23.4,37,,24.7,No Different than U.S. National Rate,20.3,29.7,76,,17.4,No Different than U.S. National Rate,13.9,21.6,141,
2141,,,,240066,LAKEVIEW MEMORIAL HOSPITAL,927 WEST CHURCHILL STREET,,,STILLWATER,MN,55082.0,WASHINGTON,6514395330.0,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.1,No Different than U.S. National Rate,8.1,14.9,84,,11.4,No Different than U.S. National Rate,7.9,16.1,67,,Not Available,Number of Cases Too Small,Not Available,Not Available,17,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.0,No Different than U.S. National Rate,19.5,29.2,99,,17.6,No Different than U.S. National Rate,13.5,22.4,70,
2142,,,,240069,OWATONNA HOSPITAL,2250 26TH STREET NORTHWEST,,,OWATONNA,MN,55060.0,STEELE,5074513850.0,15.4,No Different than U.S. National Rate,12.0,19.3,29,,10.0,No Different than U.S. National Rate,7.2,13.5,100,,12.1,No Different than U.S. National Rate,8.9,16.0,109,,Not Available,Number of Cases Too Small,Not Available,Not Available,20,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.6,No Different than U.S. National Rate,19.4,28.4,126,,17.2,No Different than U.S. National Rate,13.6,21.5,115,
2143,,,,240071,DISTRICT ONE HOSPITAL,200 STATE AVENUE,,,FARIBAULT,MN,55021.0,RICE,5073346451.0,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,10.2,No Different than U.S. National Rate,7.5,14.1,87,,11.4,No Different than U.S. National Rate,8.2,15.5,109,,Not Available,Number of Cases Too Small,Not Available,Not Available,9,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.8,No Different than U.S. National Rate,19.4,28.6,88,,18.2,No Different than U.S. National Rate,14.7,22.4,125,
2144,,,,240075,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,523 NORTH 3RD STREET,,,BRAINERD,MN,56401.0,CROW WING,2188292861.0,15.3,No Different than U.S. National Rate,11.9,19.8,77,,8.9,Better than U.S. National Rate,6.7,11.5,207,,9.4,No Different than U.S. National Rate,6.9,12.5,170,,20.1,No Different than U.S. National Rate,16.0,24.9,48,,26.7,No Different than U.S. National Rate,23.1,30.8,278,,18.4,No Different than U.S. National Rate,15.2,22.5,200,
2145,,,,240076,BUFFALO HOSPITAL,303 CATLIN ST,,,BUFFALO,MN,55313.0,WRIGHT,7636841212.0,Not Available,Number of Cases Too Small,Not Available,Not Available,14,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,11.4,No Different than U.S. National Rate,8.3,15.5,75,,10.7,No Different than U.S. National Rate,7.5,14.8,72,,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,26.0,No Different than U.S. National Rate,21.3,31.0,90,,18.6,No Different than U.S. National Rate,14.9,23.0,85,
2146,,,,240078,FAIRVIEW SOUTHDALE HOSPITAL,6401 FRANCE AVENUE SOUTH,,,EDINA,MN,55435.0,HENNEPIN,9529245000.0,15.4,No Different than U.S. National Rate,12.5,18.6,322,,10.4,No Different than U.S. National Rate,8.3,13.1,352,,10.2,No Different than U.S. National Rate,8.0,12.9,312,,18.0,No Different than U.S. National Rate,15.2,21.3,337,,22.7,No Different than U.S. National Rate,19.5,26.2,402,,20.2,No Different than U.S. National Rate,16.7,23.8,331,
2147,,,,240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",2450 RIVERSIDE AVENUE,,,MINNEAPOLIS,MN,55454.0,HENNEPIN,6122733000.0,14.1,No Different than U.S. National Rate,10.8,18.4,94,,12.0,No Different than U.S. National Rate,9.2,15.4,179,,12.9,No Different than U.S. National Rate,9.9,16.7,130,,19.1,No Different than U.S. National Rate,15.4,23.4,115,,26.8,No Different than U.S. National Rate,23.2,30.7,236,,17.4,No Different than U.S. National Rate,14.0,21.1,144,
2148,,,,240084,VIRGINIA REGIONAL MEDICAL CENTER,901 9TH STREET NORTH,,,VIRGINIA,MN,55792.0,SAINT LOUIS,2187413340.0,14.7,No Different than U.S. National Rate,11.3,19.1,34,,11.4,No Different than U.S. National Rate,8.3,15.5,89,,10.6,No Different than U.S. National Rate,7.4,14.9,67,,Not Available,Number of Cases Too Small,Not Available,Not Available,19,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,24.2,No Different than U.S. National Rate,19.9,29.1,98,,18.3,No Different than U.S. National Rate,14.2,23.2,71,
2149,,,,240088,RICE MEMORIAL HOSPITAL,301 BECKER AVE SW,,,WILLMAR,MN,56201.0,KANDIYOHI,3202314227.0,15.0,No Different than U.S. National Rate,11.2,19.6,33,,12.5,No Different than U.S. National Rate,9.4,16.7,115,,12.2,No Different than U.S. National Rate,9.4,16.0,185,,18.8,No Different than U.S. National Rate,14.8,23.5,26,,22.9,No Different than U.S. National Rate,18.9,27.6,138,,18.2,No Different than U.S. National Rate,14.8,22.3,204,
2150,,,,240093,MAYO CLINIC HEALTH SYSTEM - MANKATO,1025 MARSH STREET BOX 8673,,,MANKATO,MN,56002.0,BLUE EARTH,5076254031.0,14.4,No Different than U.S. National Rate,11.4,17.9,227,,14.9,Worse than U.S. National Rate,11.8,18.6,254,,11.3,No Different than U.S. National Rate,8.7,14.7,234,,18.6,No Different than U.S. National Rate,15.3,22.6,222,,22.1,No Different than U.S. National Rate,18.8,25.9,300,,19.4,No Different than U.S. National Rate,15.9,23.2,254,
2151,,,,240100,SANFORD BEMIDJI MEDICAL CENTER,1300 ANNE ST NW,,,BEMIDJI,MN,56601.0,BELTRAMI,2187515430.0,14.4,No Different than U.S. National Rate,11.1,18.5,41,,11.3,No Different than U.S. National Rate,8.3,15.1,133,,12.7,No Different than U.S. National Rate,9.6,16.6,199,,19.4,No Different than U.S. National Rate,15.5,23.9,31,,22.6,No Different than U.S. National Rate,19.0,27.0,166,,18.0,No Different than U.S. National Rate,14.6,21.9,205,
2152,,,,240101,ESSENTIA HEALTH ST MARYS,1027 WASHINGTON AVE,,,DETROIT LAKES,MN,56501.0,BECKER,2188470852.0,15.4,No Different than U.S. National Rate,11.7,19.8,42,,11.4,No Different than U.S. National Rate,7.9,16.0,38,,12.9,No Different than U.S. National Rate,9.5,17.1,117,,Not Available,Number of Cases Too Small,Not Available,Not Available,23,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,23.2,No Different than U.S. National Rate,18.7,28.8,36,,15.8,No Different than U.S. National Rate,12.5,20.4,115,
2153,,,,240104,ST FRANCIS REGIONAL MEDICAL CENTER,1455 ST FRANCIS AVENUE,,,SHAKOPEE,MN,55379.0,SCOTT,9524033000.0,Not Available,Number of Cases Too Small,Not Available,Not Available,24,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,12.5,No Different than U.S. National Rate,9.2,16.7,88,,10.9,No Different than U.S. National Rate,8.0,14.4,127,,Not Available,Number of Cases Too Small,Not Available,Not Available,12,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.1,No Different than U.S. National Rate,21.0,29.9,112,,17.6,No Different than U.S. National Rate,14.3,21.7,152,
2154,,,,240106,REGIONS HOSPITAL,640 JACKSON STREET,,,SAINT PAUL,MN,55101.0,RAMSEY,6512540975.0,16.8,No Different than U.S. National Rate,13.6,20.4,220,,13.1,No Different than U.S. National Rate,10.1,16.8,187,,12.2,No Different than U.S. National Rate,9.1,15.9,118,,20.4,No Different than U.S. National Rate,17.0,24.4,238,,26.3,No Different than U.S. National Rate,22.4,30.3,248,,17.6,No Different than U.S. National Rate,14.3,21.5,144,
2155,,,,240115,MERCY HOSPITAL,4050 COON RAPIDS BLVD,,,COON RAPIDS,MN,55433.0,ANOKA,7632366000.0,15.4,No Different than U.S. National Rate,12.3,19.2,183,,12.6,No Different than U.S. National Rate,10.0,15.6,321,,9.1,No Different than U.S. National Rate,6.7,12.2,206,,19.6,No Different than U.S. National Rate,16.1,23.6,196,,23.2,No Different than U.S. National Rate,20.2,26.6,394,,17.8,No Different than U.S. National Rate,14.8,21.3,234,
2156,,,,240117,MAYO CLINIC HEALTH SYSTEM - AUSTIN,1000 FIRST DRIVE NORTHWEST,,,AUSTIN,MN,55912.0,MOWER,5074337351.0,15.4,No Different than U.S. National Rate,11.7,20.2,40,,12.9,No Different than U.S. National Rate,10.1,16.1,215,,10.3,No Different than U.S. National Rate,8.0,12.9,359,,20.0,No Different than U.S. National Rate,15.9,24.6,29,,25.2,No Different than U.S. National Rate,21.5,29.5,242,,16.8,No Different than U.S. National Rate,14.2,19.9,409,
2157,,,,240132,UNITY HOSPITAL,550 OSBORNE ROAD,,,FRIDLEY,MN,55432.0,ANOKA,7632365000.0,15.7,No Different than U.S. National Rate,11.9,20.2,39,,10.7,No Different than U.S. National Rate,8.0,14.0,184,,10.2,No Different than U.S. National Rate,7.7,13.4,190,,Not Available,Number of Cases Too Small,Not Available,Not Available,18,number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing,25.4,No Different than U.S. National Rate,21.6,29.5,217,,20.1,No Different than U.S. National Rate,16.5,24.2,205,
